Locality,DecimalLatitude,DecimalLongitude,place_names,last_place_name,last_place_name_feature_type,source_latitude,source_longitude
[tongariro] national park east,-39.126603,175.777514,"[{'place_name': 'tongariro', 'feature_type': 'Locality'}]",national park,Village,-39.1727294,175.4037274
"[tongariro] national park, mount hauhungatahi",-39.228673,175.44417,"[{'place_name': 'tongariro', 'feature_type': 'Locality'}, {'place_name': 'national park', 'feature_type': 'Village'}]",hauhungatahi,Hill,-39.2293323,175.4440715
[track at end of putara road],-40.687712,175.548889,"[{'place_name': 'end', 'feature_type': 'Hill'}]",putara,Locality,-40.6607661,175.5732608
"[tuahu track, katikati, tauranga county]",-37.600594,175.86053,"[{'place_name': 'tuahu', 'feature_type': 'Hill'}, {'place_name': 'katikati', 'feature_type': 'Town'}]",tauranga,City,-37.6859006,176.167505
"[two mile, queenstown]",-45.034,168.635,"[{'place_name': 'queenstown', 'feature_type': 'Town'}]",queenstown,Town,-45.0321923,168.661
"[upper orongorongo valley, wellington]",-41.251577,175.052618,"[{'place_name': 'wellington', 'feature_type': 'City'}]",wellington,City,-41.2887953,174.7772114
"[waimakariri, kainga]",-43.407442,172.660337,"[{'place_name': 'kainga', 'feature_type': 'Locality'}]",kainga,Locality,-38.98191,175.921704
[waiohine gorge road],-41.010813,175.394777,"[{'place_name': 'waiohine', 'feature_type': 'Hill'}]",gorge road,Locality,-46.47373,168.70309
"[waitaanga, taumarunui county.]",-38.833146,174.815679,"[{'place_name': 'waitaanga', 'feature_type': 'Locality'}]",taumarunui,Town,-38.8813562,175.2662649
"[wellington], otari",-41.2376,174.909,"[{'place_name': 'wellington', 'feature_type': 'City'}]",wellington,City,-41.2887953,174.7772114
[west coast] punakaiki,-42.1172,171.325,"[{'place_name': 'punakaiki', 'feature_type': 'Locality'}]",punakaiki,Locality,-42.1085542,171.3353148
"[west otago], l. harris.",-44.733804,168.162155,"[{'place_name': 'harris', 'feature_type': 'Trig Station'}]",harris,Trig Station,-36.9287092,174.896323
"[west otago], lake mackenzie",-44.769738,168.159181,"[{'place_name': 'lake mackenzie', 'feature_type': 'Lake'}]",lake mackenzie,Lake,-44.7633968,168.1741983
"[wgton., mauriceville, 2 m. north of masterton]",-40.773868,175.706742,"[{'place_name': 'mauriceville', 'feature_type': 'Locality'}]",masterton,Town,-40.9495524,175.6594413
"[william upton] hewitt memorial reserve, near whangarei",-35.2185,173.787,"[{'place_name': 'upton', 'feature_type': 'Hill'}]",upton,Hill,-41.7650014,173.9169828
"\arthur's pass national park, blimit",-42.91181,171.590635,"[{'place_name': 'national park', 'feature_type': 'Village'}]",blimit,Hill,-42.9118793,171.5906325
"\arthur's pass national park, blimit cirque",-42.9119,171.590633,"[{'place_name': 'national park', 'feature_type': 'Village'}]",blimit,Hill,-42.9118793,171.5906325
`homebush' coalgate,-43.479761,171.961527,"[{'place_name': 'homebush', 'feature_type': 'Locality'}]",coalgate,Locality,-43.4806968,171.9663009
"`homebush', coalgate",-43.479761,171.961527,"[{'place_name': 'homebush', 'feature_type': 'Locality'}]",coalgate,Locality,-43.4806968,171.9663009
"`otahuna', tai tapu",-43.658274,172.582665,"[{'place_name': 'tai tapu', 'feature_type': 'Locality'}]",tai tapu,Locality,-43.6595989,172.5502326
"`otahuna', tai tapu",-43.660732,172.583843,"[{'place_name': 'tai tapu', 'feature_type': 'Locality'}]",tai tapu,Locality,-43.6595989,172.5502326
"`otahuna', tai tapu",-43.658252,172.584931,"[{'place_name': 'tai tapu', 'feature_type': 'Locality'}]",tai tapu,Locality,-43.6595989,172.5502326
`pirorua bluff',-38.151196,174.996161,"[{'place_name': 'bluff', 'feature_type': 'Hill'}]",bluff,Hill,-46.59882,168.3433685
"<i>c.</i> 1,5/8m n of kaiapoi",-43.366882,172.642057,"[{'place_name': 'kaiapoi', 'feature_type': 'Town'}]",kaiapoi,Town,-43.3831623,172.6521689
"0.2 km w of lyell picnic ground, route 6",-41.795787,172.04594,"[{'place_name': 'lyell', 'feature_type': 'Locality'}]",lyell,Locality,-41.7970556,172.0470357
"0.5 mile ne of mouth of big r., nw nelson coast",-40.769,172.25825,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"0.5km south of poulter bridge, terrace face",-43.044459,171.908756,"[{'place_name': 'terrace', 'feature_type': 'Flat'}]",terrace,Flat,-40.707436,175.935145
0.5km west of poulter river road bridge,-43.042588,171.901424,"[{'place_name': 'poulter river', 'feature_type': 'Stream'}]",poulter river,Stream,-42.8509156,171.8131802
0.5km west of poulter river road bridge,-43.047029,171.895208,"[{'place_name': 'poulter river', 'feature_type': 'Stream'}]",poulter river,Stream,-42.8509156,171.8131802
"0.8 km n bullock creek, near punakaiki",-42.1,171.333,"[{'place_name': 'bullock creek', 'feature_type': 'Stream'}]",punakaiki,Locality,-42.1085542,171.3353148
"06.01, whangarei heads, parauwanui beach",-35.709246,174.520869,"[{'place_name': 'parauwanui beach', 'feature_type': 'Beach'}]",parauwanui beach,Beach,-35.7051978,174.5185218
1 (near gisborne - see notebook),-38.667118,177.94273,"[{'place_name': 'gisborne', 'feature_type': 'Town'}]",gisborne,Town,-38.661326,178.0206487
1 1/4 miles southeast of hinds river mouth.,-44.169361,171.624534,"[{'place_name': 'hinds river', 'feature_type': 'Stream'}]",hinds river,Stream,-43.892055,171.4897359
"1 3/4 miles south east of hinds, canterbury",-44.001792,171.570573,"[{'place_name': 'hinds', 'feature_type': 'Locality'}]",hinds,Locality,-43.9993057,171.5702837
"1 ½ m ene of sefton, canterbury",-43.24643,172.69919,"[{'place_name': 'sefton', 'feature_type': 'Locality'}]",sefton,Locality,-43.2472392,172.6679918
"1 ½ miles south east of omihi, north canterbury",-43.0141,172.86627,"[{'place_name': 'omihi', 'feature_type': 'Locality'}]",omihi,Locality,-43.020694,172.8540953
1 k sth of punakaiki r,-42.136,171.332,"[{'place_name': 'punakaiki', 'feature_type': 'Locality'}]",punakaiki,Locality,-42.1085542,171.3353148
1 km n hokitika,-42.716666,170.95,"[{'place_name': 'hokitika', 'feature_type': 'Town'}]",hokitika,Town,-42.7178871,170.9646469
"1 km south of hawera, beside main road",-39.601486,174.297165,"[{'place_name': 'hawera', 'feature_type': 'Locality'}]",hawera,Locality,-39.5893462,174.2837207
"1 km south of summit of pilbrows hill on route 1, near brynderwyn",-36.073001,174.420134,"[{'place_name': 'summit', 'feature_type': 'Locality'}]",brynderwyn,Locality,-36.0967212,174.429678
1 km west of sumner.,-43.574163,172.739874,"[{'place_name': 'sumner', 'feature_type': 'Suburb'}]",sumner,Suburb,-43.5684808,172.7590631
1 m [mile] n of wellsford,-36.278782,174.517071,"[{'place_name': 'wellsford', 'feature_type': 'Locality'}]",wellsford,Locality,-36.2949669,174.5229842
"1 m. n of moana, lake brunner, westland",-42.561,171.483,"[{'place_name': 'moana', 'feature_type': 'Suburb'}]",brunner,Locality,-42.4325318,171.3237247
"1 m. north of ngakawau, buller co., south west nelson",-41.590887,171.889437,"[{'place_name': 'ngakawau', 'feature_type': 'Locality'}]",nelson,City,-41.2710849,173.2836756
1 m. s of springston south,-43.699055,172.429212,"[{'place_name': 'springston south', 'feature_type': 'Locality'}]",springston south,Locality,-43.6866029,172.4362993
"1 m. s of springston south, canterbury",-43.69407,172.4438,"[{'place_name': 'springston south', 'feature_type': 'Locality'}]",springston south,Locality,-43.6866029,172.4362993
"1 m. west of te kawa, waipa co",-38.102957,175.255977,"[{'place_name': 'te kawa', 'feature_type': 'Hill'}]",te kawa,Hill,-38.079444,175.295333
"1 mile east of mangatarata, hauraki plains co",-37.2938,175.371,"[{'place_name': 'mangatarata', 'feature_type': 'Locality'}]",hauraki plains,Flat,-37.280488,175.541424
1 mile east of te araroa,-37.636837,178.379884,"[{'place_name': 'te araroa', 'feature_type': 'Locality'}]",te araroa,Locality,-37.6330949,178.3610171
"1 mile east of ngahere, west coast",-42.394136,171.444576,"[{'place_name': 'ngahere', 'feature_type': 'Locality'}]",ngahere,Locality,-39.289525,176.422532
1 mile east of springs junction,-42.347832,172.190439,"[{'place_name': 'springs junction', 'feature_type': 'Locality'}]",springs junction,Locality,-42.3347563,172.1817907
1 mile east of springs junction,-42.3478,172.09,"[{'place_name': 'springs junction', 'feature_type': 'Locality'}]",springs junction,Locality,-42.3347563,172.1817907
"1 mile from netherby, ssw of peat swamp",-37.593219,175.278052,"[{'place_name': 'netherby', 'feature_type': 'Locality'}]",netherby,Locality,-43.9006996,171.7640422
"1 mile inland from marsden, westland",-42.561319,171.221849,"[{'place_name': 'marsden', 'feature_type': 'Locality'}]",marsden,Locality,-42.5578686,171.2187696
"1 mile inland from marsden, westland",-42.557377,171.219744,"[{'place_name': 'marsden', 'feature_type': 'Locality'}]",marsden,Locality,-42.5578686,171.2187696
"1 mile inland from puponga, north west nelson",-40.52,172.704,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"1 mile inland from puponga, north west nelson",-40.532,172.686,"[{'place_name': 'nelson', 'feature_type': 'City'}]",nelson,City,-41.2710849,173.2836756
"1 mile north  ""manga-o-tane"" station, raukumara range",-38.136,177.834,"[{'place_name': 'tane', 'feature_type': 'Locality'}]",tane,Locality,-40.5743913,175.8502579
"1 mile north ""manga-o-tane"" station, raukumara range",-38.12,177.839,"[{'place_name': 'tane', 'feature_type': 'Locality'}]",tane,Locality,-40.5743913,175.8502579
"1 mile north of mt rewa, e wairarapa",-41.047802,175.978717,"[{'place_name': 'rewa', 'feature_type': 'Locality'}]",rewa,Locality,-37.0212811,174.897148
"1 mile north of mt rewa, east wairarapa",-41.047802,175.978717,"[{'place_name': 'rewa', 'feature_type': 'Locality'}]",rewa,Locality,-37.0212811,174.897148
1 mile north of te kuiti,-38.321621,175.137242,"[{'place_name': 'te kuiti', 'feature_type': 'Locality'}]",te kuiti,Locality,-38.3341925,175.1657117
"1 mile ne of morven hills station, lindis pass, south island",-44.643973,169.509506,"[{'place_name': 'morven', 'feature_type': 'Locality'}, {'place_name': 'lindis pass', 'feature_type': 'Pass'}]",south island,Island,-43.586562,171.2123294
"1 mile north of hakatere on lake heron road, canty",-43.595661,171.154413,"[{'place_name': 'hakatere', 'feature_type': 'Locality'}]",lake heron,Lake,-43.4678904,171.1966748
"1 mile north of te weraiti, kaimai range, south auckland",-37.817505,175.905848,"[{'place_name': 'te weraiti', 'feature_type': 'Hill'}, {'place_name': 'kaimai range', 'feature_type': 'Range'}]",auckland,Local Authority,-36.852095,174.7631803
"1 mile north of te weraiti, kaimai range, south auckland",-37.8129,175.911,"[{'place_name': 'te weraiti', 'feature_type': 'Hill'}, {'place_name': 'kaimai range', 'feature_type': 'Range'}]",auckland,Local Authority,-36.852095,174.7631803
"1 mile north-west of lake, lake ianthe state forest",-43.160899,170.540249,"[{'place_name': 'lake ianthe', 'feature_type': 'Lake'}]",lake ianthe,Lake,-43.05707615,170.6241054
1 mile rotorua side of te whaiti,-38.604033,176.754423,"[{'place_name': 'rotorua', 'feature_type': 'City'}]",te whaiti,Locality,-38.5871369,176.7818831
"1 mile south of okari river, between charleston and westport, westland",-41.845,171.556,"[{'place_name': 'charleston', 'feature_type': 'Locality'}]",westport,Town,-41.754183,171.6035684
"1 mile south west of springsdale, hauraki plains.",-37.537343,175.566033,"[{'place_name': 'hauraki plains', 'feature_type': 'Flat'}]",hauraki plains,Flat,-37.280488,175.541424
"1 mile se of key summit, near cascade creek, south island",-44.891262,168.096161,"[{'place_name': 'key summit', 'feature_type': 'Hill'}, {'place_name': 'cascade creek', 'feature_type': 'Locality'}]",south island,Island,-43.586562,171.2123294
"1 mile se of key summit, near cascade creek, south island",-44.815178,168.127228,"[{'place_name': 'key summit', 'feature_type': 'Hill'}, {'place_name': 'cascade creek', 'feature_type': 'Locality'}]",south island,Island,-43.586562,171.2123294
"1 mile south of lake mapourika, on road to waiho, westland",-43.34332,170.21083,"[{'place_name': 'lake mapourika', 'feature_type': 'Lake'}]",waiho,Hill,-43.284926,170.055518
"1 mile sth of minaret creek [minaret burn], w side of lake wanaka",-44.524717,169.061209,"[{'place_name': 'minaret burn', 'feature_type': 'Stream'}]",minaret burn,Stream,-44.4862853,169.0332007
1 mile w of kaiapoi,-43.38128,172.63075,"[{'place_name': 'kaiapoi', 'feature_type': 'Town'}]",kaiapoi,Town,-43.3831623,172.6521689
"1 mile west of main highway, saltwater creek, near fox glacier, westland",-43.487056,169.883848,"[{'place_name': 'saltwater creek', 'feature_type': 'Locality'}]",fox glacier,Glacier,-43.51702845,170.1386966
"1 mile west of main highway, saltwater creek, sth westland",-43.50214,169.85232,"[{'place_name': 'saltwater creek', 'feature_type': 'Locality'}]",saltwater creek,Locality,-44.4161962,171.2634445
"1 ml west of kohu kohu [kohukohu], hokianga harbour, hokianga co., north island",-35.359,173.528,"[{'place_name': 'kohukohu', 'feature_type': 'Locality'}, {'place_name': 'hokianga harbour', 'feature_type': 'Bay'}]",north island,Island,-46.81661455,168.2391209
"1 rawhiti street, dannevirke",-40.210719,176.091405,"[{'place_name': 'rawhiti', 'feature_type': 'Locality'}]",dannevirke,Town,-40.2073897,176.0982442
"1.1/8m.e of greenpark huts, near lake ellesmere",-43.758123,172.559043,"[{'place_name': 'greenpark huts', 'feature_type': 'Locality'}]",ellesmere,Locality,-43.6635918,172.3562861
"1.5 miles west south west of whakahoro, wanganui river",-39.125633,175.035073,"[{'place_name': 'whakahoro', 'feature_type': 'Locality'}]",wanganui river,Stream,-43.1292968,170.6191636
"1.6km north of mount rewa, east wairarapa",-41.051428,175.97457,"[{'place_name': 'rewa', 'feature_type': 'Locality'}]",rewa,Locality,-37.0212811,174.897148
1.8 mile along road from whirinaki stream. (rotorua side). near te whaiti,-38.60441,176.742951,"[{'place_name': 'whirinaki stream', 'feature_type': 'Stream'}, {'place_name': 'rotorua', 'feature_type': 'City'}]",te whaiti,Locality,-38.5871369,176.7818831
"1/2 mile from gouland downs hut on mckay hut side, north west nelson",-40.891974,172.335604,"[{'place_name': 'gouland downs', 'feature_type': 'Flat'}]",nelson,City,-41.2710849,173.2836756
"1/2 mile west of owhiro bay, southwellington coast",-41.350962,174.746261,"[{'place_name': 'owhiro', 'feature_type': 'Locality'}]",owhiro,Locality,-38.16283,174.86204
1/2 way between punakaiki and westport,-41.944369,171.424434,"[{'place_name': 'punakaiki', 'feature_type': 'Locality'}]",westport,Town,-41.754183,171.6035684
1/4 km south of  lake tennyson,-42.213831,172.74209,"[{'place_name': 'lake tennyson', 'feature_type': 'Lake'}]",lake tennyson,Lake,-42.1990406,172.7279085
10 ½ miles south west cheviot,-42.944291,173.107843,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
"10 ½ miles south west of cheviot, canterbury",-42.94429,173.10785,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
"10 beacon ave, campbell's bay, auckland",-36.751145,174.75359,"[{'place_name': 'beacon', 'feature_type': 'Hill'}]",auckland,Local Authority,-36.852095,174.7631803
"10 beacon ave., campbell's bay, auckland",-36.751145,174.75359,"[{'place_name': 'beacon', 'feature_type': 'Hill'}]",auckland,City,-36.852095,174.7631803
10 km before mossburn,-45.625791,168.151417,"[{'place_name': 'mossburn', 'feature_type': 'Locality'}]",mossburn,Locality,-45.6693308,168.2347682
10 km sth of greymouth,-42.533547,171.173948,"[{'place_name': 'greymouth', 'feature_type': 'Town'}]",greymouth,Town,-42.4499469,171.2079875
10 mile bush near te anau,-45.417,167.699,"[{'place_name': 'te anau', 'feature_type': 'Town'}]",te anau,Town,-45.41449,167.717489
"10 mile creek,  north of greymouth",-36.969,174.515,"[{'place_name': 'greymouth', 'feature_type': 'Town'}]",greymouth,Town,-42.4499469,171.2079875
"10 mile creek,  north of greymouth, westland",-36.969,174.515,"[{'place_name': 'greymouth', 'feature_type': 'Town'}]",greymouth,Town,-42.4499469,171.2079875
10 miles inland on the haast river,-43.968071,169.196671,"[{'place_name': 'haast river', 'feature_type': 'Stream'}]",haast river,Stream,-43.9424621,169.2548101
"10 miles north of kerikeri, north auckland",-35.147,173.943,"[{'place_name': 'kerikeri', 'feature_type': 'Town'}]",auckland,City,-36.852095,174.7631803
10 miles south from fox glacier,-43.51,169.868,"[{'place_name': 'fox glacier', 'feature_type': 'Glacier'}]",fox glacier,Glacier,-43.51702845,170.1386966
"10 miles south of greymouth, marsden",-42.561128,171.209675,"[{'place_name': 'greymouth', 'feature_type': 'Town'}]",marsden,Locality,-42.5578686,171.2187696
10 miles south of piopio,-38.588335,175.0347,"[{'place_name': 'piopio', 'feature_type': 'Locality'}]",piopio,Locality,-38.4675898,175.0145357
10.5 km nw glenorchy,-44.783336,168.414187,"[{'place_name': 'glenorchy', 'feature_type': 'Locality'}]",glenorchy,Locality,-44.8495067,168.3900502
"10.5km north west glenorchy, rees valley rd",-44.783333,168.45,"[{'place_name': 'glenorchy', 'feature_type': 'Locality'}]",rees valley,Locality,-44.773152,168.4154963
10/10 eccles street gore,-46.104361,168.938488,"[{'place_name': 'gore', 'feature_type': 'Town'}]",gore,Town,-46.0984482,168.9447811
"100 m north of whakaki, hawkes bay",-39.047842,177.61561,"[{'place_name': 'whakaki', 'feature_type': 'Locality'}]",whakaki,Locality,-39.0373194,177.5886512
"100 m south 12 mile bluff, westport - greymouth coastal road, by cox creek",-42.321533,171.272719,"[{'place_name': 'bluff', 'feature_type': 'Hill'}, {'place_name': 'westport', 'feature_type': 'Town'}]",greymouth,Town,-42.4499469,171.2079875
100 m west of end of arthur's pass township.,-42.921722,171.558132,"[{'place_name': 'end', 'feature_type': 'Trig Station'}]",arthur's pass,Locality,-42.9409528,171.5628387
"100 yds downstream from smith ck. hut, tauherenikau river, tararua range",-40.991043,175.337175,"[{'place_name': 'tauherenikau river', 'feature_type': 'Stream'}]",tararua range,Range,-40.6271223,175.4567197
1000 acre plateau,-41.58751,172.32111,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",plateau,Hill,-41.10232,175.149769
1000 acre plateau,-41.59983,172.3221,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",plateau,Hill,-41.10232,175.149769
1000 acre plateau site 1,-41.584366,172.207716,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",plateau,Hill,-41.10232,175.149769
1000 acre plateau site 1,-41.584367,172.207717,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",plateau,Hill,-41.10232,175.149769
1000 acre plateau site 2,-41.614033,172.322116,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",plateau,Hill,-41.10232,175.149769
"1000 acre plateau, matiri ra., nw nelson",-41.625058,172.290134,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra. nw nelson",-41.641522,172.290335,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., northw nelson",-41.625058,172.290134,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., nw nelson",-41.629211,172.284698,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., nw nelson",-41.625058,172.290134,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., nw nelson",-41.6169,172.279064,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., nw nelson",-41.633365,172.279262,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, matiri ra., nw nelson",-41.620979,172.284598,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"1000 acres plateau, mw nelson, matiri ra",-41.625058,172.290134,"[{'place_name': 'plateau', 'feature_type': 'Hill'}]",nelson,City,-41.2710849,173.2836756
"100m from dam, close to carpark, rocky outcrops, flat top hill / butcher's dam, central otago",-45.343277,169.318429,"[{'place_name': 'flat top hill', 'feature_type': 'Ridge'}]",central otago,Area,-45.350509,169.696148
"105 lodder lane, riwaka",-41.082811,173.004941,"[{'place_name': 'riwaka', 'feature_type': 'Locality'}]",riwaka,Locality,-41.0802399,172.9967803
"1061 makino road, feilding",-40.136057,175.608308,"[{'place_name': 'makino', 'feature_type': 'Locality'}]",feilding,Town,-40.2262765,175.5644409
"107 edwards street, thames",-37.13772,175.5467,"[{'place_name': 'thames', 'feature_type': 'Town'}]",thames,Town,-37.137983,175.5418037
"10½ miles south west of cheviot, canterbury",-42.944291,173.107843,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
"10½ miles south west of cheviot, canterbury",-42.94429,173.10785,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
10½ miles south west of cheviot,-42.944346,173.107706,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
10½ miles southwest of cheviot,-42.944346,173.107706,"[{'place_name': 'cheviot', 'feature_type': 'Locality'}]",cheviot,Locality,-42.8116534,173.2735027
"10km se rangitaiki, monowao flats",-38.866,176.366,"[{'place_name': 'rangitaiki', 'feature_type': 'Locality'}]",rangitaiki,Locality,-38.7466103,176.3657489
"10ml. creek, 3 ½ mls north of dunollie, west side paparoa mt. range - nr greymouth",-42.454441,171.297858,"[{'place_name': 'dunollie', 'feature_type': 'Suburb'}, {'place_name': 'paparoa', 'feature_type': 'Point'}]",greymouth,Town,-42.4499469,171.2079875
10ml. creek. paparoa ra. west side: nr greymouth,-42.454441,171.297858,"[{'place_name': 'paparoa', 'feature_type': 'Point'}]",greymouth,Town,-42.4499469,171.2079875
"11 caen rd, panmure",-36.9,174.86,"[{'place_name': 'panmure', 'feature_type': 'Suburb'}]",panmure,Suburb,-36.90125,174.855573
"11 edward street, dannevirke",-40.202156,176.097007,"[{'place_name': 'dannevirke', 'feature_type': 'Town'}]",dannevirke,Town,-40.2073897,176.0982442
11 km s murchison,-41.804483,172.328593,"[{'place_name': 'murchison', 'feature_type': 'Town'}]",murchison,Town,-41.7995251,172.3286812
"11 km s murchison, buller scenic reserve",-41.804483,172.328593,"[{'place_name': 'murchison', 'feature_type': 'Town'}]",murchison,Town,-41.7995251,172.3286812
"11 km s of murchison, fern flat road, along buller river",-41.804483,172.328593,"[{'place_name': 'murchison', 'feature_type': 'Town'}, {'place_name': 'fern flat', 'feature_type': 'Locality'}]",buller river,Stream,-41.780162,172.188707
"11 miles north northeast of lumsden, mid dome",-45.622134,168.511372,"[{'place_name': 'lumsden', 'feature_type': 'Locality'}]",mid dome,Hill,-45.5848922,168.5372243
"11.4 km e haast, xmas flat",-43.941166,169.14165,"[{'place_name': 'haast', 'feature_type': 'Town'}]",xmas flat,Flat,-43.940639,169.131917
"110 totara street, riccarton, christchurch",-43.528563,172.590378,"[{'place_name': 'totara', 'feature_type': 'Locality'}, {'place_name': 'riccarton', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"112 hackthorne road, christchurch",-43.578,172.628,"[{'place_name': 'hackthorne', 'feature_type': 'Locality'}]",christchurch,City,-43.530955,172.6366455
"116 tauwharenikau road, tututawa, near stratford",-39.35679,174.511076,"[{'place_name': 'tauwharenikau road', 'feature_type': 'Road'}, {'place_name': 'tututawa', 'feature_type': 'Locality'}]",stratford,Town,-39.1509402,174.7559028
"12 delhi place, cashmere, christchurch 8022",-43.574692,172.621708,"[{'place_name': 'cashmere', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"12 ford rd, opawa, christchurch",-43.555202,172.660797,"[{'place_name': 'opawa', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"12 kinloch st., christchurch",-43.510855,172.628843,"[{'place_name': 'kinloch', 'feature_type': 'Locality'}]",christchurch,City,-43.530955,172.6366455
"12 mile bluff, (greymouth)",-42.413,171.229,"[{'place_name': 'bluff', 'feature_type': 'Hill'}]",greymouth,Town,-42.4499469,171.2079875
"12 mile bluff, coast north of greymouth, westland, north west",-42.3948,171.25,"[{'place_name': 'bluff', 'feature_type': 'Hill'}]",greymouth,Town,-42.4499469,171.2079875
"12 mile creek, queenstown",-45.067441,168.546517,"[{'place_name': 'queenstown', 'feature_type': 'Town'}]",queenstown,Town,-45.0321923,168.661
"12 miles e of lake manapouri, on wilderness road, old man swamp",-45.468374,167.844335,"[{'place_name': 'lake manapouri', 'feature_type': 'Lake'}]",old man,Hill,-45.141944,170.810028
"1-2 miles east of cape turakirae, palliser bay",-41.432,174.917,"[{'place_name': 'palliser bay', 'feature_type': 'Bay'}]",palliser bay,Bay,-41.4907835,175.1124817
"12 miles north north east of waiau, lottery bush reserve",-42.54737,173.081516,"[{'place_name': 'waiau', 'feature_type': 'Hill'}]",waiau,Hill,-38.9449495,177.0823219
"12 orchard road, hahei",-36.84551,175.80731,"[{'place_name': 'hahei', 'feature_type': 'Locality'}]",hahei,Locality,-36.838665,175.8074221
"12 peter buck rd., blockhouse bay",-36.912255,174.71166,"[{'place_name': 'blockhouse bay', 'feature_type': 'Bay'}]",blockhouse bay,Bay,-36.9197769,174.70147
"12 peter buck rd., blockhouse bay, auckland",-36.914218,174.701607,"[{'place_name': 'blockhouse bay', 'feature_type': 'Bay'}]",auckland,Local Authority,-36.852095,174.7631803
"12 peter buck road, blockhouse bay, auckland",-36.914218,174.701607,"[{'place_name': 'blockhouse bay', 'feature_type': 'Bay'}]",auckland,City,-36.852095,174.7631803
"120 aranui rd, mt wellington, auckland",-36.9,174.8333,"[{'place_name': 'aranui', 'feature_type': 'Suburb'}, {'place_name': 'wellington', 'feature_type': 'City'}]",auckland,City,-36.852095,174.7631803
"120 aranui rd. mt wellington, auckland",-36.9,174.8333,"[{'place_name': 'aranui', 'feature_type': 'Suburb'}, {'place_name': 'wellington', 'feature_type': 'City'}]",auckland,City,-36.852095,174.7631803
"1225 leamington road, near waiau river",-42.729,173.215,"[{'place_name': 'leamington', 'feature_type': 'Suburb'}]",waiau river,Stream,-38.9449495,177.0823219
"124 actaeon road, makarewa, invercargill",-46.32605,168.354568,"[{'place_name': 'makarewa', 'feature_type': 'Stream'}]",invercargill,City,-46.4118465,168.3470632
"124 te hopai toad, pirinoa, featherston",-41.291,175.218,"[{'place_name': 'pirinoa', 'feature_type': 'Locality'}]",featherston,Town,-41.1168142,175.3227241
"1272 beach road east, ashburton",-44.005,171.856,"[{'place_name': 'ashburton', 'feature_type': 'Town'}]",ashburton,Town,-43.9024396,171.7503327
"12km se ruatahuna, taupeupe saddle",-38.633814,177.031369,"[{'place_name': 'ruatahuna', 'feature_type': 'Locality'}]",taupeupe saddle,Pass,-38.6327245,177.0318319
"13 rosamund place, halswell, christchurch",-43.573643,172.566563,"[{'place_name': 'halswell', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
"13 rosamund place, halswell, christchurch.",-43.573643,172.566563,"[{'place_name': 'halswell', 'feature_type': 'Suburb'}]",christchurch,City,-43.530955,172.6366455
13.2 km south of lewis pass,-42.466093,172.400356,"[{'place_name': 'lewis pass', 'feature_type': 'Pass'}]",lewis pass,Pass,-42.3784958,172.4010257
"130 mt harding road, methven",-43.615,171.628,"[{'place_name': 'methven', 'feature_type': 'Locality'}]",methven,Locality,-43.6324332,171.6472608
"131 liverton road, lower hutt",-41.172,174.951,"[{'place_name': 'lower hutt', 'feature_type': 'City'}]",lower hutt,City,-41.2125751,174.9057626
